DATE,OPEN,HIGH,LOW,CLOSE,TICKVOL,VOL,SPREAD
2013.10.01,1327.51,1337.46,1282.32,1286.63,305165,0,0
2013.10.02,1287.29,1323.77,1277.72,1315.52,281573,0,0
2013.10.03,1315.94,1322.28,1301.9,1316.2,260651,0,0
2013.10.04,1316.64,1325.28,1305.59,1309.99,196217,0,0
2013.10.07,1311.59,1328.86,1308.44,1321.46,195884,0,0
2013.10.08,1322.83,1329.85,1315.47,1318.39,256015,0,0
2013.10.09,1319.51,1322.01,1294.55,1306.42,323815,0,0
2013.10.10,1306.75,1311.68,1281.47,1285.62,256518,0,0
2013.10.11,1285.54,1294.09,1260.86,1271.77,293239,0,0
2013.10.14,1278.05,1289.93,1268.51,1272.89,290024,0,0
2013.10.15,1273.26,1287.94,1251.52,1280.56,375589,0,0
2013.10.16,1281.68,1288.35,1269.1,1282.1,363451,0,0
2013.10.17,1281.57,1324.28,1274.34,1319.62,429339,0,0
2013.10.18,1319.25,1327.29,1311.61,1315.88,230301,0,0
2013.10.21,1316.29,1324,1312.75,1315.72,176352,0,0
2013.10.22,1314.8,1344.62,1310.03,1340.14,206602,0,0
2013.10.23,1340,1342.14,1329.08,1332.74,187809,0,0
2013.10.24,1331.67,1351.82,1330.2,1345.85,212049,0,0
2013.10.25,1346.75,1355.68,1336.47,1350.15,196790,0,0
2013.10.27,1353.29,1353.86,1350.58,1351.43,3507,0,0
2013.10.28,1352.07,1361.66,1346.25,1352.38,168949,0,0
2013.10.29,1352.27,1360.34,1340.06,1343.95,204863,0,0
2013.10.30,1343.99,1359.42,1334.55,1340.71,273073,0,0
2013.10.31,1340.54,1341.9,1318.99,1322.95,237747,0,0
2013.11.01,1322.75,1327.33,1305.97,1315.6,223275,0,0
2013.11.04,1313.93,1322.44,1311.02,1314.09,147209,0,0
2013.11.05,1313.84,1319.78,1305.74,1311.6,167280,0,0
2013.11.06,1311.67,1321.94,1309.06,1317.43,155512,0,0
2013.11.07,1317.34,1326.27,1296.72,1307.19,237879,0,0
2013.11.08,1307.63,1313.69,1281.02,1288.25,211306,0,0
2013.11.11,1288.04,1288.61,1279.04,1281.87,157885,0,0
2013.11.12,1282.01,1285.23,1261.28,1265.94,205535,0,0
2013.11.13,1266.1,1284.14,1265.76,1281.44,198766,0,0
2013.11.14,1281.5,1294.19,1278.03,1287.39,233909,0,0
2013.11.15,1287.5,1291.12,1280.25,1289.95,152876,0,0
2013.11.18,1289.09,1289.38,1269.94,1275.53,193298,0,0
2013.11.19,1275.69,1278.78,1269.03,1274.65,124173,0,0
2013.11.20,1274.85,1276.26,1240.98,1242.5,84233,0,0
2013.11.21,1242.85,1250.3,1236.69,1241.85,74891,0,0
2013.11.22,1243.36,1248.82,1241.07,1243.21,52459,0,0
2013.11.25,1241.91,1253.28,1227.56,1251.18,57740,0,0
2013.11.26,1249.97,1257.93,1239.53,1242.66,39823,0,0
2013.11.27,1241.81,1254.59,1236.19,1237.66,40344,0,0
2013.11.28,1237.76,1245.65,1234.47,1243.99,19304,0,0
2013.11.29,1243.67,1254.62,1240.63,1251.55,26638,0,0
2013.12.02,1250.07,1250.22,1217.91,1219.59,53591,0,0
2013.12.03,1220.14,1226.14,1215.17,1223.15,40582,0,0
2013.12.04,1223.75,1251.55,1211.65,1243.36,55213,0,0
2013.12.05,1243.36,1243.37,1216.9,1224.93,58524,0,0
2013.12.06,1225.24,1244.08,1211.31,1228.87,54904,0,0
2013.12.09,1230.91,1241.23,1225.18,1240.11,40930,0,0
2013.12.10,1239.62,1267.79,1237.85,1261.93,46879,0,0
2013.12.11,1261.3,1263.26,1251.06,1252.01,45805,0,0
2013.12.12,1252.47,1256.87,1223.75,1225.27,54753,0,0
2013.12.13,1225.05,1238.62,1220.46,1238.49,45541,0,0
2013.12.16,1237.84,1251.85,1227.67,1241.01,52319,0,0
2013.12.17,1240.21,1247.98,1227.28,1230.79,48375,0,0
2013.12.18,1231.29,1244.48,1216.04,1218,60427,0,0
2013.12.19,1217.33,1226.41,1187.21,1188.3,65437,0,0
2013.12.20,1189.69,1207.42,1188.71,1202.84,49521,0,0
2013.12.23,1204.62,1206.14,1192.57,1198.38,38877,0,0
2013.12.24,1197.95,1205.47,1196.05,1203.84,20018,0,0
2013.12.26,1203.97,1215.75,1203.3,1210.39,45438,0,0
2013.12.27,1211.57,1218.91,1208.81,1212.86,39659,0,0
2013.12.30,1213.57,1216.1,1195.91,1196.23,47142,0,0
2013.12.31,1197.45,1214.49,1182.33,1204.71,39521,0,0
2014.01.02,1202,1230.76,1202,1224.11,56650,0,0
2014.01.03,1222.04,1240.13,1221.69,1236.61,50349,0,0
2014.01.06,1237.08,1248.29,1214.9,1237.74,61959,0,0
2014.01.07,1238.26,1245.19,1224.9,1231.91,51485,0,0
2014.01.08,1231.13,1232.34,1218.36,1225.76,56715,0,0
2014.01.09,1225.76,1231.41,1223.44,1227.76,46778,0,0
2014.01.10,1227.33,1248.82,1227.11,1248.02,57891,0,0
2014.01.13,1247.82,1254.61,1243.6,1252.79,51934,0,0
2014.01.14,1252.94,1255.18,1241.55,1244.98,46267,0,0
2014.01.15,1244.8,1244.92,1234.12,1241.68,42948,0,0
2014.01.16,1241.91,1245.16,1236.25,1242.13,38797,0,0
2014.01.17,1242.03,1254.82,1237.66,1253.68,40377,0,0
2014.01.20,1253.25,1259.7,1253.24,1254.62,29240,0,0
2014.01.21,1254.77,1255.61,1235.58,1241.2,42971,0,0
2014.01.22,1240.82,1243.47,1235.79,1236.84,32580,0,0
2014.01.23,1235.74,1265.38,1231.45,1263.74,55305,0,0
2014.01.24,1263.59,1272.47,1256.76,1269.85,55086,0,0
2014.01.27,1270.07,1278.88,1251.91,1256.62,59814,0,0
2014.01.28,1254.71,1261.37,1248.22,1256.79,45706,0,0
2014.01.29,1254.47,1270.05,1248.67,1267.34,55676,0,0
2014.01.30,1266.56,1267.61,1237.96,1243.53,53530,0,0
2014.01.31,1243.94,1254.88,1238.41,1244.33,44062,0,0
2014.02.03,1242.39,1266.18,1240.72,1257.3,48240,0,0
2014.02.04,1257.55,1260.87,1247.14,1254.44,40729,0,0
2014.02.05,1254.42,1274.33,1252.23,1257.46,45890,0,0
2014.02.06,1257.19,1266.92,1252.7,1257.98,39882,0,0
2014.02.07,1257.28,1271.81,1255.99,1267.08,48919,0,0
2014.02.10,1265.5,1277.76,1265,1274.33,36466,0,0
2014.02.11,1274.19,1293.78,1273.61,1290.95,50574,0,0
2014.02.12,1289.87,1296.19,1283.87,1290.89,41329,0,0
2014.02.13,1290.38,1302.84,1286.15,1302.61,43773,0,0
2014.02.14,1301.65,1321.1,1299.73,1318.34,47961,0,0
2014.02.17,1319.04,1329.7,1318.94,1328.8,28519,0,0
2014.02.18,1329.12,1332.04,1312.48,1321.82,46264,0,0
2014.02.19,1321.93,1322.74,1308.68,1311.24,45386,0,0
2014.02.20,1311.25,1324.98,1307.24,1322.67,46454,0,0
2014.02.21,1322.63,1328.38,1315.95,1324.04,36969,0,0
2014.02.24,1325.42,1338.89,1318.64,1336.71,43317,0,0
2014.02.25,1335.93,1343.5,1331.11,1340.34,41868,0,0
2014.02.26,1340.67,1345.28,1322.16,1330.38,47600,0,0
2014.02.27,1329.34,1336.02,1323.76,1331.13,44837,0,0
2014.02.28,1330.99,1333.18,1319.65,1326.16,47406,0,0
2014.03.03,1332.6,1354.62,1331.13,1350.31,52834,0,0
2014.03.04,1349.44,1352.4,1331.15,1334.24,47942,0,0
2014.03.05,1334.11,1341.66,1332.56,1336.59,39305,0,0
2014.03.06,1336.67,1353.46,1331.03,1350.56,40867,0,0
2014.03.07,1350.03,1352.81,1328.63,1339.93,48799,0,0
2014.03.09,1339.01,1341.51,1337.85,1338.55,1367,0,0
2014.03.10,1338.98,1344.55,1327.94,1339.92,43837,0,0
2014.03.11,1339.92,1352.44,1337.58,1348.69,44137,0,0
2014.03.12,1348.69,1370.78,1345.4,1366.19,56204,0,0
2014.03.13,1366.14,1374.85,1364.39,1371.18,57325,0,0
2014.03.14,1371.31,1387.82,1367.82,1382.61,54279,0,0
2014.03.16,1382.63,1392.06,1382.63,1389.11,2368,0,0
2014.03.17,1388.61,1388.95,1361.84,1365.98,51266,0,0
2014.03.18,1365.91,1367.43,1350.59,1356.82,51890,0,0
2014.03.19,1356.81,1359.61,1325.73,1327,62337,0,0
2014.03.20,1327.51,1334.47,1320.41,1330.32,58799,0,0
2014.03.21,1330.51,1342.3,1328.97,1334.12,41111,0,0
2014.03.23,1333.35,1334.89,1329.86,1330.76,1480,0,0
2014.03.24,1330.25,1334.23,1307.81,1309.1,49988,0,0
2014.03.25,1309.17,1317.2,1305.55,1310.58,50466,0,0
2014.03.26,1310.45,1316.22,1298.51,1304.87,50168,0,0
2014.03.27,1304.57,1306.78,1288.97,1292.07,48608,0,0
2014.03.28,1292.14,1298.63,1285.54,1295.04,43994,0,0
2014.03.31,1292.15,1298.38,1282.34,1283.72,47127,0,0
2014.04.01,1284.34,1287.91,1277.53,1278.68,39545,0,0
2014.04.02,1279.16,1294.4,1278.37,1289.54,37696,0,0
2014.04.03,1290.14,1293.79,1281.53,1286.42,37298,0,0
2014.04.04,1286.66,1306.54,1284.11,1303.16,45728,0,0
2014.04.07,1303.2,1303.97,1295.53,1297.03,30647,0,0
2014.04.08,1296.78,1314.26,1296.77,1308.34,38235,0,0
2014.04.09,1308,1314.97,1300.76,1311.59,39948,0,0
2014.04.10,1311.85,1324.38,1310.67,1318.57,42442,0,0
2014.04.11,1317.57,1323.74,1314.02,1318.2,37079,0,0
2014.04.14,1320.13,1331.05,1318.63,1327.56,36349,0,0
2014.04.15,1326.31,1328.06,1286.02,1302.41,52669,0,0
2014.04.16,1302.63,1306.91,1293.37,1302.15,42222,0,0
2014.04.17,1301.87,1304.03,1293.02,1294.96,33834,0,0
2014.04.21,1294.51,1301.5,1281.76,1289.52,40396,0,0
2014.04.22,1289.87,1292.7,1276.49,1283.6,35106,0,0
2014.04.23,1283.9,1288.89,1280.77,1283.64,32270,0,0
2014.04.24,1283.9,1298.55,1268.41,1293.06,48556,0,0
2014.04.25,1293.73,1304.92,1290.31,1302.94,37243,0,0
2014.04.28,1302.77,1306.31,1291.89,1296.43,35782,0,0
2014.04.29,1295.62,1301.24,1286.12,1295.61,34967,0,0
2014.04.30,1295.64,1298.06,1284.84,1291.24,44189,0,0
2014.05.01,1291.36,1292.73,1277.15,1284.05,33790,0,0
2014.05.02,1284.58,1304.48,1273.74,1299.4,43937,0,0
2014.05.05,1299.83,1315.45,1299.36,1310,34738,0,0
2014.05.06,1309.68,1313.94,1304.22,1307.8,31818,0,0
2014.05.07,1307.8,1314.37,1286.52,1289.79,41637,0,0
2014.05.08,1289.51,1295.22,1284.87,1289.2,39898,0,0
2014.05.09,1289.11,1294.26,1285.36,1288.59,32374,0,0
2014.05.12,1289.37,1303.65,1277.56,1295.59,35673,0,0
2014.05.13,1295.03,1298.7,1288.94,1293.39,36874,0,0
2014.05.14,1293.94,1308.89,1291.4,1305.65,35533,0,0
2014.05.15,1304.95,1306.95,1290.79,1295.99,43026,0,0
2014.05.16,1296.56,1298.09,1287.65,1293.21,33100,0,0
2014.05.19,1292.49,1305.27,1289.23,1292.83,33368,0,0
2014.05.20,1292.44,1296.77,1285.85,1293.96,35503,0,0
2014.05.21,1293.84,1296.07,1283.2,1291.86,37333,0,0
2014.05.22,1291.76,1303.55,1289.9,1293.81,34670,0,0
2014.05.23,1293.08,1295.36,1286.53,1292.34,28322,0,0
2014.05.26,1293.62,1294.02,1290.7,1292.64,13432,0,0
2014.05.27,1292.2,1293.14,1264.21,1264.63,45326,0,0
2014.05.28,1264.56,1267.09,1255.85,1258.01,41889,0,0
2014.05.29,1258.35,1260.36,1251.32,1255.36,40639,0,0
2014.05.30,1255.65,1260.23,1242.11,1249.44,40829,0,0
2014.06.02,1249.6,1250.68,1240.89,1243.63,31100,0,0
2014.06.03,1243.68,1247.56,1240.47,1244.86,30163,0,0
2014.06.04,1244.97,1248.87,1242.73,1243.69,25235,0,0
2014.06.05,1243.59,1257.53,1240.95,1253.31,37195,0,0
2014.06.06,1253.34,1257.63,1245.65,1252.86,33721,0,0
2014.06.09,1252.24,1256.86,1251.38,1252.18,21300,0,0
2014.06.10,1251.92,1263.48,1250.14,1259.67,22786,0,0
2014.06.11,1259.66,1265.08,1257.69,1260.8,21303,0,0
2014.06.12,1260.83,1274.69,1259.73,1273.07,30634,0,0
2014.06.13,1272.78,1277.77,1270.65,1276.79,28066,0,0
2014.06.16,1277.22,1284.75,1270.41,1271.7,32756,0,0
2014.06.17,1271.17,1273.1,1258.51,1270.48,28912,0,0
2014.06.18,1271.72,1278.36,1266.19,1277.58,28623,0,0
2014.06.19,1277.6,1321.38,1275.81,1320.09,42860,0,0
2014.06.20,1318.85,1321.8,1306.32,1314.41,43712,0,0
2014.06.23,1313.65,1318.37,1309.8,1317.21,26945,0,0
2014.06.24,1317.04,1325.74,1313.73,1317.71,30427,0,0
2014.06.25,1317.61,1324.68,1307.53,1318.99,30699,0,0
2014.06.26,1317.71,1319.66,1306.06,1316.41,33685,0,0
2014.06.27,1316.62,1322.12,1312.48,1315.95,30379,0,0
2014.06.30,1316.03,1329.31,1310.18,1326.95,35202,0,0
2014.07.01,1325.96,1333.08,1323.61,1326.19,32257,0,0
2014.07.02,1325.87,1331.9,1321.15,1326.61,29338,0,0
2014.07.03,1327.08,1327.35,1308.97,1319.42,39061,0,0
2014.07.04,1319.84,1323.06,1318.49,1320.12,14068,0,0
2014.07.07,1320.28,1320.61,1311.29,1319.64,31096,0,0
2014.07.08,1319.74,1324.64,1313.31,1318.99,36536,0,0
2014.07.09,1319.27,1332.22,1317.82,1327.45,44819,0,0
2014.07.10,1324.37,1345.12,1324.37,1335.5,47472,0,0
2014.07.11,1335.08,1339.09,1333.54,1338.47,28048,0,0
2014.07.14,1338.36,1339.43,1303.06,1306.97,55595,0,0
2014.07.15,1308.03,1313.64,1292.03,1293.87,49615,0,0
2014.07.16,1293.83,1303.62,1293.58,1298.87,35534,0,0
2014.07.17,1298.6,1323.81,1297.6,1318.93,52994,0,0
2014.07.18,1318.63,1324.63,1304.38,1310.54,43212,0,0
2014.07.21,1310.03,1318.26,1307.36,1312.21,29703,0,0
2014.07.22,1311.79,1315.75,1301.85,1305.47,39147,0,0
2014.07.23,1307.65,1311.15,1302.99,1304.4,28803,0,0
2014.07.24,1303.95,1305.07,1287.49,1292.8,46695,0,0
2014.07.25,1294.3,1308.49,1290.92,1306.91,33879,0,0
2014.07.28,1307.61,1309.1,1301.37,1303.85,32184,0,0
2014.07.29,1303.87,1312.06,1296.02,1298.6,43093,0,0
2014.07.30,1298.68,1303.57,1291.66,1296.1,38540,0,0
2014.07.31,1295.32,1297.11,1280.53,1282.39,39897,0,0
2014.08.01,1282.74,1297.06,1279.95,1293.59,41871,0,0
2014.08.04,1293.72,1295.27,1285.97,1287.99,26470,0,0
2014.08.05,1288.07,1293.87,1282.35,1287.84,35562,0,0
2014.08.06,1287.95,1309.43,1287.6,1305.3,40063,0,0
2014.08.07,1305.56,1314.37,1301.87,1311.63,40062,0,0
2014.08.08,1313.09,1322.54,1305.62,1309.51,49876,0,0
2014.08.11,1308.8,1311.44,1305.18,1308.31,27989,0,0
2014.08.12,1307.89,1317.73,1305.58,1308.6,31492,0,0
2014.08.13,1308.29,1314.9,1304.76,1312.56,33461,0,0
2014.08.14,1312.1,1319.29,1308.64,1312.99,33165,0,0
2014.08.15,1312.06,1315.01,1292.36,1304.41,48865,0,0
2014.08.18,1302.11,1303.55,1295.48,1298.16,27164,0,0
2014.08.19,1297.82,1302.2,1293.73,1295.5,24957,0,0
2014.08.20,1295.87,1297.83,1287.72,1291.07,28533,0,0
2014.08.21,1290.84,1291.05,1272.72,1275.92,38374,0,0
2014.08.22,1277.12,1282.83,1274.05,1280.67,31163,0,0
2014.08.25,1280.32,1280.74,1274.34,1276.55,21870,0,0
2014.08.26,1275.28,1290.84,1275.28,1280.22,34369,0,0
2014.08.27,1280.72,1287.25,1280.09,1282.01,21806,0,0
2014.08.28,1282.26,1296.41,1282.16,1289.32,35538,0,0
2014.08.29,1289.24,1291.24,1283.28,1287.18,27036,0,0
2014.09.01,1287.45,1289.77,1284.81,1286.88,9824,0,0
2014.09.02,1286.85,1287.53,1262.32,1264.51,42452,0,0
2014.09.03,1265.84,1271.37,1261.14,1268.5,32137,0,0
2014.09.04,1268.99,1277.14,1260.43,1261.72,46955,0,0
2014.09.05,1260.86,1273.53,1257.24,1268.57,35397,0,0
2014.09.08,1266.95,1271.77,1251.31,1255.17,35201,0,0
2014.09.09,1256.38,1258.14,1247.39,1254.86,38583,0,0
2014.09.10,1255.27,1257.62,1243.71,1249.55,41754,0,0
2014.09.11,1249.16,1250.06,1234.78,1240.33,44862,0,0
2014.09.12,1239.95,1241.69,1227.46,1229.51,42913,0,0
2014.09.15,1227.04,1238.45,1225.57,1233.05,32344,0,0
2014.09.16,1231.92,1241.97,1231.52,1234.99,39948,0,0
2014.09.17,1233.42,1239.09,1221.29,1222.56,46364,0,0
2014.09.18,1222.44,1227.83,1215.68,1224.88,47267,0,0
2014.09.19,1225.08,1228.58,1213.62,1215.45,61218,0,0
2014.09.22,1214.34,1220.3,1208.18,1214.75,46965,0,0
2014.09.23,1214.37,1235.04,1214.24,1222.73,50619,0,0
2014.09.24,1222.45,1225.98,1215.57,1216.12,44125,0,0
2014.09.25,1216.81,1224.48,1206.77,1220.96,54895,0,0
2014.09.26,1220.57,1231.18,1212.18,1218.06,44028,0,0
2014.09.29,1218.36,1223.2,1214.8,1214.94,37980,0,0
2014.09.30,1214.75,1220.03,1204.35,1207.58,56541,0,0
2014.10.01,1208.04,1219.27,1204.64,1212.88,52563,0,0
2014.10.02,1212.94,1222.33,1208.51,1213.99,60775,0,0
2014.10.03,1213.72,1215.33,1189.9,1191.4,47540,0,0
2014.10.06,1190.36,1208.89,1183,1207.05,50059,0,0
2014.10.07,1207.07,1213.37,1202.9,1208.77,49883,0,0
2014.10.08,1208.9,1224.04,1204.82,1220.93,61192,0,0
2014.10.09,1221.21,1233.22,1219.01,1224.1,57787,0,0
2014.10.10,1223.37,1225.36,1217.26,1223.05,42436,0,0
2014.10.13,1223.41,1237.67,1223.17,1235.62,43257,0,0
2014.10.14,1236.47,1238.08,1230.86,1232.53,40603,0,0
2014.10.15,1232.32,1249.53,1221.72,1241.86,83891,0,0
2014.10.16,1240.8,1245.23,1235.2,1238.58,74743,0,0
2014.10.17,1238.66,1241.59,1231.56,1238.04,46592,0,0
2014.10.20,1238.39,1248.67,1234.57,1246.69,33471,0,0
2014.10.21,1246.2,1255.12,1245.35,1248.46,43214,0,0
2014.10.22,1248.75,1249.74,1240.32,1241.06,35641,0,0
2014.10.23,1241.9,1244.48,1226.17,1231.65,39131,0,0
2014.10.24,1233.58,1234.09,1228.59,1230.79,30100,0,0
2014.10.26,1230,1230.75,1227.38,1228.27,1246,0,0
2014.10.27,1228.36,1231.98,1225.21,1225.82,26797,0,0
2014.10.28,1225.82,1235.44,1222.5,1228.2,37887,0,0
2014.10.29,1228.32,1230.5,1208.22,1211.49,35027,0,0
2014.10.30,1211.59,1215.65,1195.82,1200.04,54058,0,0
2014.10.31,1200.09,1202.75,1161.03,1172.74,87858,0,0
2014.11.03,1170.52,1173.76,1161.62,1165.29,44581,0,0
2014.11.04,1164.92,1174.87,1163.89,1168.19,44313,0,0
2014.11.05,1168.27,1169.74,1137.68,1140.35,70833,0,0
2014.11.06,1141.1,1149.46,1138.06,1141.65,56142,0,0
2014.11.07,1141.22,1178.64,1131.65,1177.76,76811,0,0
2014.11.10,1177.07,1177.62,1147.22,1151.18,61357,0,0
2014.11.11,1152.32,1173.14,1146.14,1164.09,64608,0,0
2014.11.12,1163.62,1169.99,1157.2,1162.41,57917,0,0
2014.11.13,1161.56,1168.03,1153.81,1162.27,58017,0,0
2014.11.14,1162.39,1193.46,1146.74,1188.59,77396,0,0
2014.11.17,1186.07,1194.24,1181.39,1186.4,68550,0,0
2014.11.18,1186.38,1204.55,1183.4,1196.87,54208,0,0
2014.11.19,1196.47,1202.07,1174.95,1182.49,80169,0,0
2014.11.20,1182.96,1197.01,1176.81,1193.56,70801,0,0
2014.11.21,1194.07,1207.71,1186.67,1201.21,65512,0,0
2014.11.24,1200.19,1204.26,1192.67,1196.86,41007,0,0
2014.11.25,1198.8,1202.82,1190.23,1200.74,55918,0,0
2014.11.26,1201.27,1201.63,1194.74,1197.66,37657,0,0
2014.11.27,1197.57,1199.62,1185.67,1190.41,41922,0,0
2014.11.28,1190.42,1190.82,1165.09,1166.44,58355,0,0
2014.12.01,1159.07,1221.08,1142.78,1211.8,123692,0,0
2014.12.02,1212.32,1213.26,1191.85,1198.15,78163,0,0
2014.12.03,1197.55,1214.99,1194.38,1209.22,52579,0,0
2014.12.04,1208.78,1213.26,1201.16,1205.05,55732,0,0
2014.12.05,1205.52,1207.48,1186.14,1192.09,61542,0,0
2014.12.08,1189.84,1208.84,1187.13,1203.27,44495,0,0
2014.12.09,1203.59,1238.14,1199.31,1230.9,84724,0,0
2014.12.10,1230.37,1238.11,1224.53,1226.13,74365,0,0
2014.12.11,1225.04,1232.68,1215.79,1227.28,79859,0,0
2014.12.12,1226.87,1228.06,1214.23,1222.44,69836,0,0
2014.12.15,1220.22,1224.18,1190.46,1192.92,82278,0,0
2014.12.16,1193.97,1223.31,1187.27,1196.74,105847,0,0
2014.12.17,1194.9,1202.8,1183.04,1189.49,85599,0,0
2014.12.18,1189.23,1213.72,1188.42,1198.49,71198,0,0
2014.12.19,1197.97,1201.18,1193.58,1195.57,52007,0,0
2014.12.22,1195.22,1203.22,1170.56,1175.96,57897,0,0
2014.12.23,1176.45,1184.86,1172.58,1177.04,11533,0,0
2014.12.24,1177.04,1181.14,1172.79,1173.76,6478,0,0
2014.12.26,1173.76,1199.04,1173.76,1194.21,10570,0,0
2014.12.29,1194.21,1197.44,1178.81,1182.62,9965,0,0
2014.12.30,1182.62,1210.7,1180.7,1199.86,14486,0,0
2014.12.31,1199.86,1203.8,1181.1,1182.29,9474,0,0
2015.01.02,1182.29,1195.01,1166.99,1187.21,15155,0,0
2015.01.05,1187.21,1207.47,1177.66,1204.49,17298,0,0
2015.01.06,1204.49,1223.08,1201.67,1218.09,14838,0,0
2015.01.07,1218.09,1219.13,1208.72,1210.69,12346,0,0
2015.01.08,1210.69,1216.71,1204.62,1208.43,11108,0,0
2015.01.09,1208.43,1224.04,1205.71,1222.41,11987,0,0
2015.01.12,1222.41,1235.91,1217.52,1232.81,14110,0,0
2015.01.13,1232.81,1244.25,1227.29,1230.54,16099,0,0
2015.01.14,1230.54,1244.42,1225.04,1228.75,16760,0,0
2015.01.15,1228.75,1266.76,1226.04,1261.91,21810,0,0
2015.01.16,1261.91,1281.99,1254.96,1280.17,15643,0,0
2015.01.19,1280.17,1281.49,1271.31,1271.5,7818,0,0
2015.01.20,1271.5,1297.1,1271.5,1290.03,15575,0,0
2015.01.21,1290.03,1305.47,1284.59,1292.75,18038,0,0
2015.01.22,1292.75,1307.62,1278.69,1301.46,18122,0,0
2015.01.23,1301.46,1302.62,1284.33,1294.03,13462,0,0
2015.01.26,1294.03,1299.22,1275.84,1280.96,15635,0,0
2015.01.27,1280.96,1297.59,1272.14,1292.22,13970,0,0
2015.01.28,1292.22,1293.73,1279.71,1282.91,12577,0,0
2015.01.29,1282.91,1286,1251.95,1257.96,18879,0,0
2015.01.30,1257.96,1284.75,1257.18,1282.98,14249,0,0
2015.02.02,1282.98,1283.38,1266.27,1273.77,13637,0,0
2015.02.03,1273.77,1285.93,1255.47,1259.98,16737,0,0
2015.02.04,1259.98,1272.87,1256.7,1268.51,15571,0,0
2015.02.05,1268.51,1274.07,1256.31,1263.88,12971,0,0
2015.02.06,1263.88,1268.77,1228.3,1233.45,13858,0,0
2015.02.09,1233.45,1243.66,1233.45,1238.48,9547,0,0
2015.02.10,1238.48,1245.93,1230.96,1233.15,11417,0,0
2015.02.11,1233.15,1238.78,1216.14,1217.63,11446,0,0
2015.02.12,1217.63,1232.94,1217.63,1221.65,11746,0,0
2015.02.13,1221.65,1235,1221.65,1229.28,9626,0,0
2015.02.16,1229.28,1236.78,1227.09,1231.9,7209,0,0
2015.02.17,1231.9,1233.96,1203.79,1209.18,13282,0,0
2015.02.18,1209.18,1213.44,1197.6,1212.55,12245,0,0
2015.02.19,1212.55,1222.97,1205.41,1206.84,11763,0,0
2015.02.20,1206.84,1215.36,1198.27,1201.93,11290,0,0
2015.02.23,1201.93,1210.29,1188.26,1201,12721,0,0
2015.02.24,1201,1204.54,1190.22,1200.49,11633,0,0
2015.02.25,1200.49,1211.86,1200.49,1203.77,8838,0,0
2015.02.26,1203.77,1220.05,1203.64,1208.84,10633,0,0
2015.02.27,1208.84,1219.31,1204.48,1212.97,10224,0,0
2015.03.02,1212.97,1223.24,1204.56,1206.12,11259,0,0
2015.03.03,1206.12,1214.85,1195.35,1203.75,13263,0,0
2015.03.04,1203.75,1208.99,1198.26,1200.38,9465,0,0
